nom,dosage,substance,presentation,forme,statut
D-BLASTIN,20 MG,DAUNORUBICINE HYDROCHLORIDE,FLACON UNITAIRE+ 1AMPOULE D'EPPI,POUDRE POUR USAGE PARENTERAL LYOPHILISAT,Commercialisé
D-CURE,25 000 UI,VITAMINE D3 (CHOLECALCIFEROL),BOITE DE 4 AMPOULE DE 1 ML,CURE AMPOULE BUVABLE,Commercialisé
D-CURE,2 400 UI,VITAMINE D3 (CHOLECALCIFEROL),UN FLACON DE 10 ML,SOLUTION BUVABLE EN GOUTTES,Non Commercialisé
D-CURE,25 000 UI,VITAMINE D3 (CHOLECALCIFEROL),BOITE DE 4 GELULES,GELULES,Commercialisé
D-CURE,25 000 UI,VITAMINE D3 (CHOLECALCIFEROL),BOITE DE 12 GELULES,GELULES,Non Commercialisé
D-CURE CALCIUM,1000 MG / 1000 UI,CALCIUM // VITAMINE D3 (CHOLECALCIFEROL),BOITE DE 28,COMRIME A CROQUER,Commercialisé
D-CURE CALCIUM,1000 MG / 1000 UI,CALCIUM // VITAMINE D3 (CHOLECALCIFEROL),BOITE DE 84,COMPRIME A CROQUER,Non Commercialisé
D-CURE CALCIUM,1000 MG / 1000 UI,CALCIUM // VITAMINE D3 (CHOLECALCIFEROL),BOITE DE 14,COMPRIME A CROQUER,AMM Sans Prix
D-CURE FORTE,100 000 UI,VITAMINE D3 (CHOLECALCIFEROL),BOITE DE 3 AMPOULES DE 1 ML,SOLUTION HUILEUSE BUVABLE,Commercialisé
D-RUBICIN,10 MG / 10 ML,DOXORUBICINE (CHLORHYDRATE),BOITE UNITAIRE,POUDRE POUR USAGE PARENTERAL,Commercialisé
D-RUBICIN,50 MG / 50 ML,DOXORUBICINE (CHLORHYDRATE),BOITE UNITAIRE,POUDRE POUR USAGE PARENTERAL,Commercialisé
DACARBAZINE LIPOMED,200 MG,DACARBAZINE,BOITE DE 10 FLACONS,LYOPHILISAT POUR SOLUTION INJECTABLE IV,AMM Sans Prix
DACIN,100 MG,DACARBAZINE,BOITE DE 12 FLACONS - AMPOULES,LYOPHILISAT,Non Commercialisé
DACIN,200 MG,DACARBAZINE,BOITE DE 12 FLACONS - AMPOULES,LYOPHILISAT,Commercialisé
DACLAR GALENICA,60 MG,DACLATASVIR,BOITE DE 28,COMPRIME PELLICULE,Non Commercialisé
DACRYOSERUM,-,BORAX // ACIDE BORIQUE,BOITE DE 20 RECIP UNID,SOLUTION POUR LAVAGE OPHTALMIQUE,Non Commercialisé
DACRYOSERUM,"1,2 G / 1,8 G",BORAX // ACIDE BORIQUE,FLACON DE 150 ML,SOLUTION POUR LAVAGE OPHTALMIQUE,Non Commercialisé
DAFLON,500 MG,FRACTION FLAVONOIQUE PURIFIEE MICRONISEE,BOITE DE 20,COMPRIME PELLICULE,Retiré du Marché
DAFLON,500 MG,FRACTION FLAVONOIQUE PURIFIEE MICRONISEE,BOITE DE 30,COMPRIME PELLICULE,Commercialisé
DAFLON,1000 MG,DIOSMINE,BOITE DE 15,COMPRIME PELLICULE,Commercialisé
DAFLON,1000 MG,DIOSMINE,BOITE DE 30,COMPRIME PELLICULE,Commercialisé
DAGLIZ,5 MG,DAPAGLIFLOZINE,BOITE DE 30,COMPRIMES PELLICULES,Commercialisé
DAGLIZ,10 MG,DAPAGLIFLOZINE,BOITE DE 30,COMPRIMES PELLICULES,Commercialisé
DAILY GE,"0,05 MG / 0,03 MG ET 0,075 MG / 0,04 MG ET 0,125 MG / 0,03 MG",LEVONORGESTREL // ETHINYLESTRADIOL,"3 * (BOITE DE 6 ROSES, 5 BLANCS, 10 JAUNES)",COMPRIME ENROBE,Non Commercialisé
DAILY GE,"0,05 MG / 0,03 MG ET 0,075 MG / 0,04 MG ET 0,125 MG / 0,03 MG",LEVONORGESTREL // ETHINYLESTRADIOL,"BOITE DE 6 ROSES, 5 BLANCS, 10 JAUNES",COMPRIME ENROBE,Commercialisé
DAIVOBET,"50 µG / 0,5 G",CALCIPOTRIOL // BETAMETHASONE,FLACON DE 30 G,GEL DERMIQUE,Commercialisé
DAIVOBET,"50 µG / 0,5 G",CALCIPOTRIOL // BETAMETHASONE,TUBE DE 30 G,POMMADE,Non Commercialisé
DAIVOBET,"50 µG / 0,5 MG / G",CALCIPOTRIOL // BETAMETHASONE,FLACON DE 60 G,GEL DERMIQUE,Non Commercialisé
DAIVOBET,"50 µG / 0,5 MG / G",CALCIPOTRIOL // BETAMETHASONE,TUBE DE 60 G,POMMADE,Commercialisé
DAIVOBET,"50 µG / 0,5",CALCIPOTRIOL // BETAMETHASONE,TUBE DE 15 G,POMMADE,Non Commercialisé
DAIVONEX,50 µG / G,CALCIPOTRIOL,TUBE DE 30 G,CREME,Non Commercialisé
DAIVONEX,50 µG / G,CALCIPOTRIOL,TUBE DE 30 G,POMMADE,Non Commercialisé
DAIVONEX,50 µG / ML,CALCIPOTRIOL,FLACON DE 60 ML,SOLUTION POUR CUIR CHEVELU,Non Commercialisé
DAKASVIR,60 MG,DACLATASVIR,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
DAKTARIN,0.02,MICONAZOLE,BOITE DE 1 TUBE DE 40 G,GEL BUCCAL,Non Commercialisé
DALACINE T TOPIC,300 MG,CLINDAMYCINE (PHOSPHATE),FLACON DE 30 ML,SOLUTION POUR APPLICATION LOCALE,Non Commercialisé
DALIBOUR HAMEL,-,CUIVRE (SULFATE) // ZINC (SULFATE) // ZINC (OXYDE DE) // CAMPHRE RACEMIQUE,TUBE DE 20 G,CREME,Non Commercialisé
DALMAB,80 MG,ADALIMUMAB,BOITE DE 1 SERINGUE PREREMPLI AVEC 1 TAMPONS D’ALCOOL,SOLUTION INJECTABLE EN SERINGUE PREREMPLIE DE 0.8 ML AVEC 1 TAMPON D’ALCOOL,Non Commercialisé
DALMAB,40 MG,ADALIMUMAB,BOITE DE 2 SERINGUES PREREMPLIES AVEC 2 TAMPONS D’ALCOOL,SOLUTION INJECTABLE EN SERINGUE PREREMPLIE DE 0.4 ML,Non Commercialisé
DALMAB,40 MG,ADALIMUMAB,BOITE DE 2 STYLOS PREREMPLIS AVEC 2 TAMPONS D’ALCOOL,SOLUTION INJECTABLE EN 2 STYLOS PREREMPLIS DE 0.4 ML AVEC 2 TAMPONS D’ALCOOL,Non Commercialisé
DANATROL,200 MG,DANAZOL,BOITE DE 40,GELULE,Non Commercialisé
DANTRON,2 MG / ML,ONDANSETRON (CHLOHYDRATE),BOITE D'UNE AMPOULE DE 2 ML,SOLUTE INJECTABLE,Non Commercialisé
DANTRON,2 MG / ML,ONDANSETRON (CHLOHYDRATE),BOITE D'UNE AMPOULE DE 4 ML,SOLUTE INJECTABLE,Non Commercialisé
DANTRON,2 MG / ML,ONDANSETRON (CHLOHYDRATE),BOITE DE 5 AMPOULES DE 2 ML,SOLUTE INJECTABLE,Non Commercialisé
DANTRON,2 MG / ML,ONDANSETRON (CHLOHYDRATE),BOITE DE 5 AMPOULES DE 4 ML,SOLUTE INJECTABLE,Non Commercialisé
DAONIL,5 MG,GLIBENCLAMIDE,BOITE DE 20,COMPRIME,Retiré du Marché
DAONIL,5 MG,GLIBENCLAMIDE,BOITE DE 60,COMPRIME,Retiré du Marché
DAPTOMYCINE XELLIA,500 MG,DAPTOMYCINE,BOITE D'UN FLACON DE 15 ML DE SOLUTION,POUDRE POUR SOLUTION INJECTABLE OU PERFUSION,AMM Sans Prix
DARELAX,25 MG,DANTROLENE SODIQUE,BOITE DE 20 GELULES,GELULE,Non Commercialisé
DARELAX,25 MG,DANTROLENE SODIQUE,BOITE DE 30 GELULES,GELULE,Commercialisé
DAROMED-T,20 MG / 5 MG / ML,DORZOLAMIDE // TIMOLOL,BOITE D'UN FLACON DE 5 ML,COLLYRE EN SOLUTION,Non Commercialisé
DARZALEX,20 MG / ML,DARATUMUMAB,BOITE D'UN FLACON DE 20 ML,SOLUTION A DILUER POUR PERFUSION,Commercialisé
DARZALEX,20 MG / ML,DARATUMUMAB,BOITE D'UN FLACON DE 5 ML,SOLUTION A DILUER POUR PERFUSION,Commercialisé
DARZALEX,1800 MG,DARATUMUMAB,BOITE DE 1 FLACON DE 15 ML.,SOLUTION INJECTABLE (SC) EN FLACON DE 15ML,Commercialisé
DAZEN,10000 UI,SERRAPEPTASE,BOITE DE 40,COMPRIME ENROBE GASTRO-RESISTANT,Commercialisé
DEBRIDAT,"0,7870 G / 100 G",TRIMEBUTINE (MALEATE),FLACON DE 250 ML,POUDRE POUR SUSPENSION ORALE,Retiré du Marché
DEBRIDAT,100 MG,TRIMEBUTINE (MALEATE),BOITE DE 20,COMPRIME,Retiré du Marché
DEBRIDAT,100 MG,TRIMEBUTINE (MALEATE),BOITE DE 10,SUPPOSITOIRE,Non Commercialisé
DEBRIDAT,200 MG,TRIMEBUTINE (MALEATE),BOITE DE 30,COMPRIME,Retiré du Marché
DECADRON,"0,5 MG",DEXAMETHASONE,BOITE DE 20,COMPRIME,Commercialisé
DECADRON,"0,5 MG",DEXAMETHASONE,BOITE DE 40,COMPRIME,Commercialisé
DECALCINE,90 MG,CINACALCET,BOITE DE 28,COMPRIME PELLICULE,Non Commercialisé
DECALCINE,90 MG,CINACALCET,BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
DECALCINE,60 MG,CINACALCET,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
DECALCINE,60 MG,CINACALCET,BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
DECALCINE,30 MG,CINACALCET,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
DECALCINE,30 MG,CINACALCET,BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
DECAPEPTYL,"0,1 MG",TRIPTORELINE,BOITE DE 7 FLACON + AMPOULES,SOLUTION INJECTABLE,Commercialisé
DECAPEPTYL LP,"11,25 MG",TRIPTORELINE,BOITE DE 1 POUDRE+ SOLVANT,SOLUTE INJECTABLE IM,Commercialisé
DECAPEPTYL LP,"22,5 MG",TRIPTORELINE,BOITE DE 1 FLACON DE POUDRE+ SOLVANT,SUSPENSION INJECTABLE A LIBERATION PROLONGEE,Commercialisé
DECAPEPTYL LP,"3,75 MG",TRIPTORELINE,BOITE DE 1 POUDRE+ SOLVANT,SOLUTE INJECTABLE IM,Commercialisé
DECITAREL,50 MG,DECITABINE,BOITE DE 1 FLACON DE 20 ML,POUDRE POUR SOLUTION A DILUER POUR PERFUSION,Commercialisé
DECLOBAN,0.0005,CLOBETASOL (PROPIONATE),TUBE DE 15 G,POMMADE,Non Commercialisé
DECLOBAN,0.0005,CLOBETASOL (PROPIONATE),TUBE DE 30 G,POMMADE,Non Commercialisé
DECRESTIN,5 MG,ROSUVASTATINE,BOITE DE 10,COMPRIME PELLICULE,Commercialisé Export
DECRESTIN,5 MG,ROSUVASTATINE,BOITE DE 30,COMPRIME PELLICULE,Commercialisé
DECRESTIN,10 MG,ROSUVASTATINE,BOITE DE 10,COMPRIME PELLICULE,Commercialisé Export
DECRESTIN,10 MG,ROSUVASTATINE,BOITE DE 30,COMPRIME PELLICULE,Commercialisé
DECRESTIN,20 MG,ROSUVASTATINE,BOITE DE 10,COMPRIME PELLICULE,Commercialisé Export
DECRESTIN,20 MG,ROSUVASTATINE,BOITE DE 30,COMPRIME PELLICULE,Commercialisé
DEFAX,6 MG,DEFLAZACORT,BOITE DE 20,COMPRIME SECABLE,Commercialisé
DEFAX,6 MG,DEFLAZACORT,BOITE DE 500,COMPRIME SECABLE,Commercialisé AO
DEFAX,30 MG,DEFLAZACORT,BOITE DE 10,COMPRIME SECABLE,Commercialisé
DEFAX,30 MG,DEFLAZACORT,BOITE DE 500,COMPRIME SECABLE,Commercialisé AO
DEFEROX,125 MG,DEFERASIROX,BOITE DE 30,COMPRIME DISPERSIBLE,Non Commercialisé
DEFEROX,250 MG,DEFERASIROX,BOITE DE 30,COMPRIME DISPERSIBLE,Commercialisé
DEFEROX,500 MG,DEFERASIROX,BOITE DE 30,COMPRIME DISPERSIBLE,Commercialisé
DEFLAMOL,"40,5 G / 3,5 G",ZINC (OXYDE) // DIOXYDE DE TITANE,TUBE DE 30 G,CREME,Commercialisé
DEFLAZACORTE GT,30 MG,DEFLAZACORTE,BOITE DE 10,COMPRIME SECABLE,Commercialisé
DEFLAZACORTE GT,30 MG,DEFLAZACORTE,BOITE DE 60,COMPRIME SECABLE,Retiré du Marché
DEFLAZACORTE GT,6 MG,DEFLAZACORTE,BOITE DE 60,COMPRIME SECABLE,Commercialisé
DEFLAZACORTE GT,30 MG,DEFLAZACORTE,BOITE DE 20,COMPRIME SECABLE,Commercialisé
DEFLAZACORTE GT,6 MG,DEFLAZACORTE,BOITE DE 20,COMPRIME SECABLE,Commercialisé
DELAKET,30 MG,DELAPRIL,BOITE DE 28,COMPRIME,Retiré du Marché
DELAPRIDE,"30 / 2,5 MG",DELAPRIL // INDAPAMIDE,BOITE DE 28,COMPRIME,Non Commercialisé
DELTAZINE SANS VASOCONSTRICTEUR,0.04,ARTICAINE (CHLORHYDRATE),"BOITE DE 50 CARTOUCHES DE 1,7 ML",SOLUTION INJECTABLE,Non Commercialisé
DELTYBA,50 MG,DELAMANIDE,BOITE DE 48 COMPRIMES PELLICULES,COMPRIMES PELLICULES,AMM Sans Prix
DEPAKINE,200 MG / ML,VALPROATE DE SODIUM,BOITE D'UN FLACON DE 40 ML,SOLUTION BUVABLE,Commercialisé
DEPAKINE,200 MG,VALPROATE DE SODIUM,BOITE DE 40,COMPRIME GASTRO-RESISTANT,Commercialisé
DEPAKINE,200 MG / ML,VALPROATE DE SODIUM,BOITE D'UN FLACON DE 150 ML,SIROP,Commercialisé
DEPAKINE,500 MG,VALPROATE DE SODIUM,BOITE DE 40,COMPRIME GASTRO-RESISTANT,Commercialisé
DEPAKINE CHRONO,500 MG,VALPROATE DE SODIUM,BOITE DE 30,COMPRIME PELLICULE,Commercialisé
DEPAKOTE,500 MG,DIVALPROATE DE SODIUM,BOITE DE 30,COMPRIME GASTRO-RESISTANT,Non Commercialisé
DEPO MEDROL,80 MG / ML,METHYLPREDNISOLONE,1 SERINGUE PREREMPLIE,SOLUTION INJECTABLE,Non Commercialisé
DEPOMEDROL,40 MG,METHYLPREDNISOLONE,1 SERINGUE PREREMPLIE,SOLUTION INJECTABLE,Non Commercialisé
DEPRESTAT,50 MG,SERTRALINE (CHLORHYDRATE),BOITE DE 30,COMPRIME,Commercialisé
DEPRINA,20 MG,FLUOXETINE,BOITE DE 10 GELULES,GELULE,Commercialisé
DEPRINA,20 MG,FLUOXETINE,BOITE DE 20 GELULES,GELULE,Non Commercialisé
DEPRINA,20 MG,FLUOXETINE,BOITE DE 30 GELULES,GELULE,Commercialisé AO
DERMAHEXEDINE,1‰,HEXAMIDINE (DI-ISETHIONATE),FLACON DE 45 ML SOLUTION,SOLUTION POUR APPLICATION LOCALE,Non Commercialisé
DERMOFIX,0.02,SERTACONAZOLE,TUBE DE 30 G,CREME,Commercialisé
DERMOFIX,0.02,SERTACONAZOLE,FLACON DE 100 G,GEL DERMIQUE,Non Commercialisé
DERMOFIX,0.02,SERTACONAZOLE,FLACON DE 50 G,GEL DERMIQUE,Retiré du Marché
DERMOFIX,0.02,SERTACONAZOLE,FLACON DE 30 G,POUDRE DERMIQUE,Commercialisé
DERMOFIX,0.02,SERTACONAZOLE,FLACON DE 30 ML,SOLUTION DERMIQUE,Commercialisé
DERMOVAL,0.0005,CLOBETASOL (PROPIONATE),TUBE DE 10 G,CREME,Commercialisé
DERMOVAL,0.0005,CLOBETASOL (PROPIONATE),FLACON DE 20 ML,GEL,Commercialisé
DEROXAT,20 MG,PAROXETINE (CHLORHYDRATE),BOITE DE 14,COMPRIME PELLICULE,Commercialisé
DEROXAT,20 MG,PAROXETINE (CHLORHYDRATE),BOITE DE 28,COMPRIME PELLICULE,Non Commercialisé
DERZOL,150 MG,FLUCONAZOLE,BOITE DE 1,GELULE,Commercialisé Export
DERZOL,2 MG / ML,FLUCONAZOLE,FLACON DE 100 ML,SOLUTION POUR PERFUSION,Commercialisé AO / Export
DERZOL,150 MG,FLUCONAZOLE,BOITE DE 4,GELULE,Commercialisé Export
DESENIL,10 MG,DONEPEZIL (CHLORHYDRATE),BOITE DE 30,COMPRIME PELLICULE,Non Commercialisé
DESENIL,5 MG,DONEPEZIL (CHLORHYDRATE),BOITE DE 30,COMPRIME PELLICULE,Non Commercialisé
DESFERAL,500 MG / 5 ML,DEFEROXAMINE METHANE (SULFONATE),BOITE DE 10 FL,POUDRE POUR PREPARATION INJECTABLE,Commercialisé
DESIRETT,75 µG,DESOGESTREL,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
DESLORATADINE SOTHEMA,"0,5 MG / ML",DESLORATADINE,BOITE D’UN FLACON DE 60 ML,SOLUTION BUVABLE EN FLACON DE 60ML,AMM Sans Prix
DESOGESTREL - ETHINYLESTRADIOL MYLAN,150 µG / 20 µG,DESOGESTREL // ETHINYLESTRADIOL,BOITE DE 21,COMPRIME,Commercialisé
DESOGESTREL - ETHINYLESTRADIOL MYLAN,150 µG / 20 µG,DESOGESTREL // ETHINYLESTRADIOL,BOITE DE 63,COMPRIME,Commercialisé AO
DESOGESTREL - ETHINYLESTRADIOL MYLAN,150 µG / 30 µG,DESOGESTREL // ETHINYLESTRADIOL,BOITE DE 21,COMPRIME,Non Commercialisé
DESOGESTREL - ETHINYLESTRADIOL MYLAN,150 µG / 30 µG,DESOGESTREL // ETHINYLESTRADIOL,BOITE DE 63,COMPRIME,Commercialisé AO
DESOGESTREL PHARBIL,75 µG,DESOGESTREL,BOITE DE 28,COMPRIME PELLICULE,Non Commercialisé
DESOGESTREL PHARBIL,75 µG,DESOGESTREL,BOITE DE 84,COMPRIME PELLICULE,Non Commercialisé
DESOGESTREL RIM,75 µG,DESOGESTREL,BOITE DE 28 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Non Commercialisé
DESOGESTREL RIM,75 µG,DESOGESTREL,BOITE DE 84 COMPRIMES PELLICULES,COMPRIMES PELLICULES,Non Commercialisé
DESOMEDINE,0.001,HEXAMIDINE (DI-ISETHIONATE),FLACON DE 10 ML,COLLYRE,Commercialisé
DESTEC,"0,5 MG / ML",DESLORATADINE,FLACON DE 100 ML,SIROP,Retiré du Marché
DESTEC,"0,5 MG / ML",DESLORATADINE,FLACON DE 60 ML,SIROP,Retiré du Marché
DESTEC,5 MG,DESLORATADINE,BOITE DE 15,COMPRIME PELLICULE,Retiré du Marché
DESTEC,5 MG,DESLORATADINE,BOITE DE 30,COMPRIME PELLICULE,Retiré du Marché
DESTEC,5 MG,DESLORATADINE,BOITE DE 7,COMPRIME PELLICULE,Retiré du Marché
DESYAL,5 MG,DESLORATADINE,BOITE DE 10,COMPRIME PELLICULE,Non Commercialisé
DESYAL,5 MG,DESLORATADINE,BOITE DE 20,COMPRIME PELLICULE,Non Commercialisé
DESYAL,5 MG,DESLORATADINE,BOITE DE 30,COMPRIME PELLICULE,Non Commercialisé
DETAMINE,100 000 UI,VITAMINE D3 (CHOLECALCIFEROL),BOITE D'UNE AMPOULE DE 2 ML,SOLUTION BUVABLE,Non Commercialisé
DETENSIEL,10 MG,BISOPROLOL (HEMIFUMARATE),BOITE DE 30,COMPRIME PELLICULE,Commercialisé
DETRUSITOL SR,4 MG,TOLTERODINE,BOITE DE 28,GELULE A LIBERATION PROLONGEE,Commercialisé
DETRUSITOL SR,2 MG,TOLTERODINE,BOITE DE 28,GELULE,AMM Sans Prix
DEVALEX,120 MG,NATEGLINIDE,BOITE DE 30,COMPRIME ENROBE,Non Commercialisé
DEVALEX,120 MG,NATEGLINIDE,BOITE DE 60,COMPRIME ENROBE,Non Commercialisé
DEVALEX,60 MG,NATEGLINIDE,BOITE DE 30,COMPRIME ENROBE,Non Commercialisé
DEVALEX,60 MG,NATEGLINIDE,BOITE DE 60,COMPRIME ENROBE,Non Commercialisé
DEXA-GENTAMICINE,1 MG / 5 MG,DEXAMETHASONE // GENTAMICINE SODIUM SULFATE,FLACON DE 5 ML,COLLYRE,Commercialisé
DEXAFREE,1 MG / ML,DEXAMETHASONE,Boite de 30,COLLYRE RECIPIENT UNIDOSE,Commercialisé
DEXATOBRIN,1 MG / ML + 3 MG / ML,DEXAMETHASONE // TOBRAMYCINE,BOITE D'UN FLACON DE 5 ML,COLLYRE EN SUSPENSION,AMM Sans Prix
DEXELYA,75 µG,DESOGESTREL,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
DEXERYL,-,GLYCEROL / VASELINE // PARAFFINE LIQUIDE,TUBE EN DE 250 G,CREME,Commercialisé
DEXERYL,-,GLYCEROL / VASELINE // PARAFFINE LIQUIDE,TUBE EN DE 50 G,CREME,Non Commercialisé
DEXILANT,30 MG,DEXLANSOPRAZOLE,BOITE DE 28,GELULE A LIBERATION MODIFIEE,Commercialisé
DEXILANT,60 MG,DEXLANSOPRAZOLE,BOITE DE 28,GELULE A LIBERATION MODIFIEE,Commercialisé
